Munchkin - New Heartbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter: (~SOURCE~t),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date 2016-11-18 to 2017-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Showing 1099 of 1099 mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,Host,Link,Time(ET),Authority,Age,Gender,Country,Location,Tags,Tags,Tags,Tags,Tags,Tags,Tags,Star,Assigned,Sentiment,Alexa Rank,Alexa Reach,Title,Snippet,Content,Unique ID,Language,Followers,Following,Summary,Viewed,Commented,Favourited,Rated,ImageUrl
TWITTER,http://twitter.com/camelcamelcamel/,http://twitter.com/camelcamelcamel/statuses/931034986194411521,Nov 16 2017 00:43:33 EST,7,,,US,oakland;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@camelcamelcamel,@photogfunk Munchkin Bath Tea and Cupcake Set is now on sale for $6.49 at Amazon. Product page: https://t.co/X0Za2vqnPP,"@photogfunk Munchkin Bath Tea and Cupcake Set is now on sale for $6.49 at Amazon. Product page: https://t.co/X0Za2vqnPP
",2271,EN,4269,9,,0,0,0,0,
TWITTER,http://twitter.com/mmastertheone/,http://twitter.com/mmastertheone/statuses/931026588019302401,Nov 16 2017 00:10:10 EST,3,,,AU,;-;-Australia,,,,,,munchkin,,,none+,None,0,0,@mmastertheone,How do I still have 100+ Munchkin products on my “keep” list? There is so much Munchkin in the universe.,"How do I still have 100+ Munchkin products on my “keep” list? There is so much Munchkin in the universe.
",2269,EN,70,148,,0,0,0,0,
TWITTER,http://twitter.com/CashMoney9494/,http://twitter.com/CashMoney9494/statuses/930984053288955905,Nov 15 2017 21:21:09 EST,3,,,GB,;-;-UK,,,,,,munchkin,white-hot,,none+,Negative,0,0,@CashMoney9494,Check out what I found. Munchkin White Hot® Sun Safety™ Shade - 1 Pack- too hot indication - car shade https://t.co/X6rsw24tB7 via @eBay_UK,"Check out what I found. Munchkin White Hot® Sun Safety™ Shade - 1 Pack- too hot indication - car shade https://t.co/X6rsw24tB7 via @eBay_UK
",2264,EN,90,194,,0,0,0,0,
TWITTER,http://twitter.com/vladdeti/,http://twitter.com/vladdeti/statuses/930983228260933633,Nov 15 2017 21:17:53 EST,6,,Male,,,,,,,,munchkin,white-hot,,none+,None,0,0,@vladdeti,Солнцезащитные шторки Munchkin White Hot ❗️ НОВИНКА ПРОИЗВОДСТВА США❗️… https://t.co/JfyEg3k7po,"Солнцезащитные шторки Munchkin White Hot ❗️ НОВИНКА ПРОИЗВОДСТВА США❗️… https://t.co/JfyEg3k7po
",2263,RU,1899,1873,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930962624489181184,Nov 15 2017 19:56:00 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,Time for another dose of C-section real talk via @BritandCo https://t.co/LquluJg10v,"Time for another dose of C-section real talk via @BritandCo https://t.co/LquluJg10v
",2261,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/Justincox200922/,http://twitter.com/Justincox200922/statuses/930934571914399745,Nov 15 2017 18:04:32 EST,0,,,,,,,,,,munchkin,,,none+,None,0,0,@Justincox200922,"Free Stuff in the USA | Free Stuff, Product Samples, Freebies, Coupons | Munchkin Sandwich™ https://t.co/dpDsemxVNp","Free Stuff in the USA | Free Stuff, Product Samples, Freebies, Coupons | Munchkin Sandwich™ https://t.co/dpDsemxVNp
",2259,EN,1,52,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930930673078226944,Nov 15 2017 17:49:02 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,"With the holidays and flu season in full swing, you'll want to prep your immune system. Don't forget to clean these neglected surfaces to keep germs away. https://t.co/2XtmeE00nm","With the holidays and flu season in full swing, you'll want to prep your immune system. Don't forget to clean these neglected surfaces to keep germs away. https://t.co/2XtmeE00nm
",2258,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930898746581270529,Nov 15 2017 15:42:11 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,"Baby’s day out! Our NEW Designer Diaper Changer lets you change little one’s diaper anytime, anyplace. Plus, you can store wipes, diapers, and a few extras. Shop https://t.co/oEOqbRFGm0 today: https://t.co/5zGtCUozli https://t.co/4ij64EA7bR","Baby’s day out! Our NEW Designer Diaper Changer lets you change little one’s diaper anytime, anyplace. Plus, you can store wipes, diapers, and a few extras. Shop https://t.co/oEOqbRFGm0 today: https://t.co/5zGtCUozli https://t.co/4ij64EA7bR
",2254,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/FakespotReviews/,http://twitter.com/FakespotReviews/statuses/930875944331567104,Nov 15 2017 14:11:34 EST,5,,,,,,,,,,munchkin,,,none+,None,0,0,@FakespotReviews,"Munchkin, we took a look at your product reviews: https://t.co/vMqK1MjQwF","Munchkin, we took a look at your product reviews: https://t.co/vMqK1MjQwF
",2250,EN,383,908,,0,0,0,0,
TWITTER,http://twitter.com/Twinthusiastic/,http://twitter.com/Twinthusiastic/statuses/930857042281197570,Nov 15 2017 12:56:28 EST,6,,,US,;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Twinthusiastic,Mealtime & snacktime essentials from Munchkin! I got to see their full line at #LABABYSHOW17 @Munchkin_Inc https://t.co/oULXtUxOev,"Mealtime & snacktime essentials from Munchkin! I got to see their full line at #LABABYSHOW17 @Munchkin_Inc https://t.co/oULXtUxOev
",2248,EN,1819,1444,,0,0,0,0,
TWITTER,http://twitter.com/camelcamelcamel/,http://twitter.com/camelcamelcamel/statuses/930852678137135104,Nov 15 2017 12:39:07 EST,7,,,US,oakland;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@camelcamelcamel,"@jlevis Munchkin Super Scoop Bath Toy Organizer, Blue is now on sale for $12.98 at Amazon. Product page: https://t.co/xANF4MZI5c","@jlevis Munchkin Super Scoop Bath Toy Organizer, Blue is now on sale for $12.98 at Amazon. Product page: https://t.co/xANF4MZI5c
",2247,EN,4269,9,,0,0,0,0,
TWITTER,http://twitter.com/FakespotReviews/,http://twitter.com/FakespotReviews/statuses/930830864728121344,Nov 15 2017 11:12:26 EST,5,,,,,,,,,,munchkin,,,none+,None,0,0,@FakespotReviews,"Hi Munchkin, check out your product's review analysis: https://t.co/MmWlVjqgNU","Hi Munchkin, check out your product's review analysis: https://t.co/MmWlVjqgNU
",2245,EN,383,908,,0,0,0,0,
TWITTER,http://twitter.com/Prenzi/,http://twitter.com/Prenzi/statuses/930829339771506688,Nov 15 2017 11:06:23 EST,4,,,,,,diaper-pail,,,,munchkin,,,none+,None,0,0,@Prenzi,"#7: Munchkin Arm & Hammer Diaper Pail Snap, Seal and Toss Refill Bags, 20 Bags, Holds 600 Diapers - https://t.co/hYLft9Dfde #Baby @Prenzi #PrenziPicks https://t.co/r6hzTZlRCN","#7: Munchkin Arm & Hammer Diaper Pail Snap, Seal and Toss Refill Bags, 20 Bags, Holds 600 Diapers - https://t.co/hYLft9Dfde #Baby @Prenzi #PrenziPicks https://t.co/r6hzTZlRCN
",2244,EN,67,3,,0,0,0,0,
TWITTER,http://twitter.com/camelcamelcamel/,http://twitter.com/camelcamelcamel/statuses/930813988572504064,Nov 15 2017 10:05:23 EST,7,,,US,oakland;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@camelcamelcamel,@RevDJpriest Munchkin Quest Board Game is now on sale for £38.41 at Amazon. Product page: https://t.co/SNf0ztyoRk,"@RevDJpriest Munchkin Quest Board Game is now on sale for £38.41 at Amazon. Product page: https://t.co/SNf0ztyoRk
",2243,EN,4269,9,,0,0,0,0,
TWITTER,http://twitter.com/babymoycom/,http://twitter.com/babymoycom/statuses/930665529316200449,Nov 15 2017 00:15:27 EST,4,,,,,,,,,,munchkin,,,none+,None,0,0,@babymoycom,"RT @Munchkin_Inc: Yes, we are Target moms and we know you are too In case you need them, here are the signs that make you one of us. https://t.co/YPirFu7lo4","RT @Munchkin_Inc: Yes, we are Target moms and we know you are too In case you need them, here are the signs that make you one of us. https://t.co/YPirFu7lo4
",2234,EN,656,1023,,0,0,0,0,
TWITTER,http://twitter.com/pg1776/,http://twitter.com/pg1776/statuses/930615700909056000,Nov 14 2017 20:57:27 EST,6,,Male,US,;-az;-USA,,,,latch,,munchkin,,,none+,None,0,0,@pg1776,RT @winitlady: 1 lucky follower will Win a Munchkin Latch Newborn Bottle Starter Set ukmumstv Comp ends 30/11 RT & follow to enter: http://t.co/GMjF8FK427,"RT @winitlady: 1 lucky follower will Win a Munchkin Latch Newborn Bottle Starter Set ukmumstv Comp ends 30/11 RT & follow to enter: http://t.co/GMjF8FK427
",2228,EN,1274,2627,,0,0,0,0,
TWITTER,http://twitter.com/kbersatecon1987/,http://twitter.com/kbersatecon1987/statuses/930608663504523264,Nov 14 2017 20:29:29 EST,2,,Female,,,,,,latch,,munchkin,,,none+,None,0,0,@kbersatecon1987,RT @winitlady: 1 lucky follower will Win a Munchkin Latch Newborn Bottle Starter Set ukmumstv Comp ends 30/11 RT & follow to enter: http://t.co/GMjF8FK427,"RT @winitlady: 1 lucky follower will Win a Munchkin Latch Newborn Bottle Starter Set ukmumstv Comp ends 30/11 RT & follow to enter: http://t.co/GMjF8FK427
",2227,EN,17,0,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930600237009424386,Nov 14 2017 19:56:00 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,"Yes, we are Target moms and we know you are too In case you need them, here are the signs that make you one of us. https://t.co/YPirFu7lo4","Yes, we are Target moms and we know you are too In case you need them, here are the signs that make you one of us. https://t.co/YPirFu7lo4
",2226,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930568325696053248,Nov 14 2017 17:49:12 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,Make baby registry a breeze by adding everything to your @Amazon wish list. You'll love these under $200 options. https://t.co/qaCgwqayfS,"Make baby registry a breeze by adding everything to your @Amazon wish list. You'll love these under $200 options. https://t.co/qaCgwqayfS
",2223,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/2mrisanotherday/,http://twitter.com/2mrisanotherday/statuses/930517343708397568,Nov 14 2017 14:26:37 EST,4,,Female,CA,ottawa;-on;-Canada,,,,,,munchkin,,,none+,None,0,0,@2mrisanotherday,@ThePerezHilton @PerezHilton @Munchkin_Inc My brother used to put his fingers in the hole and open the door anyways...,"@ThePerezHilton @PerezHilton @Munchkin_Inc My brother used to put his fingers in the hole and open the door anyways...
",2220,EN,129,299,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930510143250243584,Nov 14 2017 13:58:00 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,@PurewalRinnah We're so sorry to hear this! Please email careline@munchkin.com with more details and a customer satisfaction member can assist you directly.,"@PurewalRinnah We're so sorry to hear this! Please email careline@munchkin.com with more details and a customer satisfaction member can assist you directly.
",2219,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/PurewalRinnah/,http://twitter.com/PurewalRinnah/statuses/930505063528878080,Nov 14 2017 13:37:49 EST,2,,,GB,birmingham;-england;-UK,,,,,,munchkin,,,none+,Negative,0,0,@PurewalRinnah,@Munchkin_Inc my steriliser has burnt out! Only been using it 3 months...,"@Munchkin_Inc my steriliser has burnt out! Only been using it 3 months...
",2217,EN,24,103,,0,0,0,0,
TWITTER,http://twitter.com/manalalshaa/,http://twitter.com/manalalshaa/statuses/930503941292462081,Nov 14 2017 13:33:22 EST,7,,,SA,riyadh;-ar-riyad;-Saudi-Arabia,,,,latch,,munchkin,,,none+,None,0,0,@manalalshaa,Latch، لهايات خفيفة الوزن، 6 + شهور، #latch #الوزنخفيفة #لهايات #pacifiers #munchkin تسوق الآن: #3XiDhT https://t.co/PzEhRCDUKx,"Latch، لهايات خفيفة الوزن، 6 + شهور، #latch #الوزنخفيفة #لهايات #pacifiers #munchkin تسوق الآن: #3XiDhT https://t.co/PzEhRCDUKx
",2216,AR,4289,955,,0,0,0,0,
TWITTER,http://twitter.com/EZREAL_ODIONG/,http://twitter.com/EZREAL_ODIONG/statuses/930497372500529153,Nov 14 2017 13:07:16 EST,3,,Male,NG,lagos;-lagos;-Nigeria,,,,,miracle-cup,,,,none+,None,0,0,@EZREAL_ODIONG,"Agentina 2-4Nigeria miracle,world cup iz gohna blaze","Agentina 2-4Nigeria miracle,world cup iz gohna blaze
",2215,EN,69,689,,0,0,0,0,
TWITTER,http://twitter.com/Baby2Kids/,http://twitter.com/Baby2Kids/statuses/930461008384221184,Nov 14 2017 10:42:46 EST,7,,Female,,,,,,,,munchkin,white-hot,,none+,None,0,0,@Baby2Kids,Baby Toddler Toy: Munchkin 'White Hot' Duck Bath Toy https://t.co/otRTR1C8Xj,"Baby Toddler Toy: Munchkin 'White Hot' Duck Bath Toy https://t.co/otRTR1C8Xj
",2210,EN,5344,2701,,0,0,0,0,
TWITTER,http://twitter.com/Charlotte_H_B25/,http://twitter.com/Charlotte_H_B25/statuses/930439435073851397,Nov 14 2017 09:17:02 EST,3,,Female,GB,;-england;-UK,,,,latch,,munchkin,,,none+,None,0,0,@Charlotte_H_B25,So so relieved to have finally found a bottle that Parker will take! #Munchkin #LATCH,"So so relieved to have finally found a bottle that Parker will take! #Munchkin #LATCH
",2207,EN,91,177,,0,0,0,0,
TWITTER,http://twitter.com/SavvyMamaDeals/,http://twitter.com/SavvyMamaDeals/statuses/930435533607616512,Nov 14 2017 09:01:32 EST,4,,,US,;-;-USA,,,,latch,,munchkin,,,none+,None,0,0,@SavvyMamaDeals,$26.49 - Good Deal Munchkin Night and Day Bottle Warmer/Cooler https://t.co/IUJOzYBfAL,"$26.49 - Good Deal Munchkin Night and Day Bottle Warmer/Cooler https://t.co/IUJOzYBfAL
",2206,EN,162,633,,0,0,0,0,
TWITTER,http://twitter.com/ItsMyURLs/,http://twitter.com/ItsMyURLs/statuses/930423959971082241,Nov 14 2017 08:15:33 EST,9,,,,,,,,,,munchkin,,,none+,None,0,0,@ItsMyURLs,Connect with @munchkin_inc on their various social profiles at #ItsMyURLs https://t.co/fXq7qVp1NA,"Connect with @munchkin_inc on their various social profiles at #ItsMyURLs https://t.co/fXq7qVp1NA
",2201,EN,33743,4762,,0,0,0,0,
TWITTER,http://twitter.com/camelcamelcamel/,http://twitter.com/camelcamelcamel/statuses/930391787876728832,Nov 14 2017 06:07:42 EST,7,,,US,oakland;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@camelcamelcamel,"@Ipensa7 Munchkin Stay Put Suction Bowl, 3 Count is now on sale for $6.39 at Amazon. Product page: https://t.co/Xc32CWLGhF","@Ipensa7 Munchkin Stay Put Suction Bowl, 3 Count is now on sale for $6.39 at Amazon. Product page: https://t.co/Xc32CWLGhF
",2200,EN,4269,9,,0,0,0,0,
TWITTER,http://twitter.com/camelcamelcamel/,http://twitter.com/camelcamelcamel/statuses/930391762232688640,Nov 14 2017 06:07:36 EST,7,,,US,oakland;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@camelcamelcamel,"@CamelConcierge Munchkin Stay Put Suction Bowl, 3 Count is now on sale for $6.39 at Amazon. Product page: https://t.co/Xc32CWLGhF","@CamelConcierge Munchkin Stay Put Suction Bowl, 3 Count is now on sale for $6.39 at Amazon. Product page: https://t.co/Xc32CWLGhF
",2199,EN,4269,9,,0,0,0,0,
TWITTER,http://twitter.com/camelcamelcamel/,http://twitter.com/camelcamelcamel/statuses/930329771929513984,Nov 14 2017 02:01:16 EST,7,,,US,oakland;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@camelcamelcamel,@RevDJpriest Munchkin Quest Board Game is now on sale for £38.41 at Amazon. Product page: https://t.co/SNf0ztyoRk,"@RevDJpriest Munchkin Quest Board Game is now on sale for £38.41 at Amazon. Product page: https://t.co/SNf0ztyoRk
",2195,EN,4269,9,,0,0,0,0,
TWITTER,http://twitter.com/MommyConnectSP/,http://twitter.com/MommyConnectSP/statuses/930317213327794176,Nov 14 2017 01:11:22 EST,5,,Male,CA,sherwood-park;-ab;-Canada,,,,,,munchkin,white-hot,,none+,None,0,0,@MommyConnectSP,Mommy Connections LOVES Munchkin White Hot Plates! #MCMunchkin https://t.co/h152NKutBL,"Mommy Connections LOVES Munchkin White Hot Plates! #MCMunchkin https://t.co/h152NKutBL
",2191,EN,1141,1128,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930239694759108608,Nov 13 2017 20:03:20 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,@JenniferLNYC Uh oh! That certainly shouldn't happen. Please email cserv@munchkin.com and a customer satisfaction member can assist you directly.,"@JenniferLNYC Uh oh! That certainly shouldn't happen. Please email cserv@munchkin.com and a customer satisfaction member can assist you directly.
",2182,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/FakespotReviews/,http://twitter.com/FakespotReviews/statuses/930239033778851840,Nov 13 2017 20:00:43 EST,5,,,,,,,,,,munchkin,,,none+,None,0,0,@FakespotReviews,"Hey Munchkin, we just analyzed your product's reviews: https://t.co/DZZli5FCoM","Hey Munchkin, we just analyzed your product's reviews: https://t.co/DZZli5FCoM
",2179,EN,383,908,,0,0,0,0,
TWITTER,http://twitter.com/Munchkin_Inc/,http://twitter.com/Munchkin_Inc/statuses/930237848837554176,Nov 13 2017 19:56:00 EST,8,,,US,los-angeles;-ca;-USA,,,,,,munchkin,,,none+,None,0,0,@Munchkin_Inc,Make learning fun for your littles! These nine activities are designed to engage the senses. https://t.co/levYcMwXhP,"Make learning fun for your littles! These nine activities are designed to engage the senses. https://t.co/levYcMwXhP
",2178,EN,16881,762,,0,0,0,0,
TWITTER,http://twitter.com/BabiesDreamland/,http://twitter.com/BabiesDreamland/statuses/930230567722823680,Nov 13 2017 19:27:04 EST,3,,,,,,,gates-safety,,,munchkin,,,none+,None,0,0,@BabiesDreamland,Easy Close Metal Baby Gate Munchkin Dual-Locking Mechanism Safety Gates White https://t.co/Dv06Jd71lF https://t.co/wxyCR1uCuW,"Easy Close Metal Baby Gate Munchkin Dual-Locking Mechanism Safety Gates White https://t.co/Dv06Jd71lF https://t.co/wxyCR1uCuW
",2177,EN,42,10,,0,0,0,0,
TWITTER,http://twitter.com/mommyconnectvan/,http://twitter.com/mommyconnectvan/statuses/930224967589007360,Nov 13 2017 19:04:49 EST,4,,Female,CA,vancouver;-bc;-Canada,,,,,,munchkin,,,none+,None,0,0,@mommyconnectvan,This girl and her Bite Proof trainer. @munchkin_inc What a great product! One will be included… https://t.co/f8dHbHv6T3,"This girl and her Bite Proof trainer. @munchkin_inc What a great product! One will be included… https://t.co/f8dHbHv6T3
",2174,EN,414,305,,0,0,0,0,
TWITTER,http://twitter.com/JenniferLNYC/,http://twitter.com/JenniferLNYC/statuses/930223491152072704,Nov 13 2017 18:58:57 EST,2,,Female,US,new-york;-ny;-USA,,,,,,munchkin,,,none+,None,0,0,@JenniferLNYC,@Munchkin_Inc why do your cups leak? We’ve had a few for a while but now they are leaving a trail... https://t.co/qCzx5k96m3,"@Munchkin_Inc why do your cups leak? We’ve had a few for a while but now they are leaving a trail... https://t.co/qCzx5k96m3
",2173,EN,41,56,,0,0,0,0,
TWITTER,http://twitter.com/mommyconnectvan/,http://twitter.com/mommyconnectvan/statuses/930222864430706688,Nov 13 2017 18:56:28 EST,4,,Female,CA,vancouver;-bc;-Canada,,,,,,munchkin,,,none+,Positive,0,0,@mommyconnectvan,We are big fans of @munchkin_inc here at Mommy Connections. Not only do they give us incredible… https://t.co/syWRGMiYEb,"We are big fans of @munchkin_inc here at Mommy Connections. Not only do they give us incredible… https://t.co/syWRGMiYEb
",2172,EN,414,305,,0,0,0,0,
TWITTER,http://twitter.com/mommyconnectvan/,http://twitter.com/mommyconnectvan/statuses/930219351239663616,Nov 13 2017 18:42:30 EST,4,,Female,CA,vancouver;-bc;-Canada,,,,,,munchkin,,,none+,Positive,0,0,@mommyconnectvan,Hey Mamas!!! These are just some of the great @Munchkin_Inc products included in our Mom & Baby swag bags for our upcoming classes!!!!! #mcmunchkin https://t.co/AuhWWJrzPy,"Hey Mamas!!! These are just some of the great @Munchkin_Inc products included in our Mom & Baby swag bags for our upcoming classes!!!!! #mcmunchkin https://t.co/AuhWWJrzPy
",2171,EN,414,305,,0,0,0,0,
